king,y,m,d,max,min,avg,maxmax,minmin,date
태조,1392,10,06,6.0,1.0,2.1666666666666665,13.0,1.0,1392-10-06
태조,1392,06,03,2.0,1.0,1.5,10.0,1.0,1392-06-03
태조,1392,08,29,3.0,1.0,2.0,12.0,1.0,1392-08-29
태조,1392,04,12,2.0,1.0,1.4,13.0,1.0,1392-04-12
태조,1392,07,01,1.0,1.0,1.0,18.0,1.0,1392-07-01
태조,1392,06,06,2.0,1.0,1.2,13.0,1.0,1392-06-06
태조,1392,03,04,6.0,1.0,3.6,13.0,1.0,1392-03-04
태조,1392,10,11,5.0,1.0,2.3333333333333335,18.0,1.0,1392-10-11
태조,1392,08,28,4.0,2.0,2.6666666666666665,14.0,1.0,1392-08-28
태조,1392,10,10,6.0,1.0,2.6,22.0,1.0,1392-10-10
태조,1392,04,13,2.0,1.0,1.2,14.0,1.0,1392-04-13
태조,1392,03,03,2.0,1.0,1.3333333333333333,21.0,1.0,1392-03-03
태조,1392,10,12,2.0,1.0,1.5,17.0,1.0,1392-10-12
태조,1392,08,03,2.0,1.0,1.5,13.0,1.0,1392-08-03
태조,1392,08,27,3.0,1.0,1.6,12.0,1.0,1392-08-27
태조,1392,06,30,5.0,1.0,3.0,12.0,1.0,1392-06-30
태조,1392,06,07,2.0,1.0,1.5,10.0,1.0,1392-06-07
태조,1392,04,14,2.0,1.0,1.5,13.0,1.0,1392-04-14
태조,1392,05,06,4.0,1.0,1.6,12.0,1.0,1392-05-06
태조,1392,03,05,2.0,1.0,1.3333333333333333,14.0,1.0,1392-03-05
태조,1392,08,02,2.0,2.0,2.0,13.0,1.0,1392-08-02
태조,1392,06,05,1.0,1.0,1.0,14.0,1.0,1392-06-05
태조,1392,04,10,2.0,1.0,1.3333333333333333,22.0,1.0,1392-04-10
태조,1392,05,09,4.0,1.0,2.0,13.0,1.0,1392-05-09
태조,1392,07,31,4.0,1.0,1.8,23.0,1.0,1392-07-31
태조,1392,03,07,1.0,1.0,1.0,31.0,1.0,1392-03-07
태조,1392,10,07,4.0,1.0,1.6,31.0,1.0,1392-10-07
태조,1392,08,31,4.0,1.0,2.0,14.0,1.0,1392-08-31
태조,1392,09,17,2.0,1.0,1.3333333333333333,12.0,1.0,1392-09-17
태조,1392,07,03,1.0,1.0,1.0,15.0,1.0,1392-07-03
태조,1392,08,01,4.0,1.0,1.8,13.0,1.0,1392-08-01
태조,1392,06,04,2.0,1.0,1.3333333333333333,15.0,1.0,1392-06-04
태조,1392,10,08,1.0,1.0,1.0,13.0,1.0,1392-10-08
태조,1392,08,30,2.0,1.0,1.3333333333333333,11.0,1.0,1392-08-30
태조,1392,04,11,5.0,1.0,2.6666666666666665,35.0,1.0,1392-04-11
태조,1392,03,06,2.0,1.0,1.5,12.0,1.0,1392-03-06
태조,1392,10,09,2.0,1.0,1.5,18.0,1.0,1392-10-09
태조,1392,05,07,3.0,3.0,3.0,12.0,1.0,1392-05-07
태조,1392,07,02,2.0,1.0,1.25,14.0,1.0,1392-07-02
태조,1392,07,04,2.0,1.0,1.6666666666666667,22.0,1.0,1392-07-04
태조,1392,03,14,4.0,1.0,1.8,16.0,1.0,1392-03-14
태조,1392,04,05,1.0,1.0,1.0,14.0,1.0,1392-04-05
태조,1392,09,06,3.0,1.0,1.5,35.0,1.0,1392-09-06
태조,1392,08,14,2.0,1.0,1.6666666666666667,16.0,1.0,1392-08-14
태조,1392,05,23,1.0,1.0,1.0,12.0,1.0,1392-05-23
태조,1392,03,29,3.0,1.0,2.0,24.0,1.0,1392-03-29
태조,1392,03,22,3.0,1.0,1.8,11.0,1.0,1392-03-22
태조,1392,09,21,2.0,1.0,1.3333333333333333,18.0,1.0,1392-09-21
태조,1392,05,18,3.0,1.0,2.0,26.0,1.0,1392-05-18
태조,1392,09,13,1.0,1.0,1.0,13.0,1.0,1392-09-13
태조,1392,09,14,5.0,1.0,2.0,13.0,1.0,1392-09-14
태조,1392,07,15,3.0,1.0,2.0,23.0,1.0,1392-07-15
태조,1392,03,30,2.0,2.0,2.0,13.0,1.0,1392-03-30
태조,1392,07,22,4.0,1.0,2.25,11.0,1.0,1392-07-22
태조,1392,03,21,4.0,1.0,1.8,16.0,1.0,1392-03-21
태조,1392,09,22,2.0,1.0,1.3333333333333333,15.0,1.0,1392-09-22
태조,1392,12,26,2.0,1.0,1.75,11.0,1.0,1392-12-26
태조,1392,09,12,5.0,1.0,2.4,11.0,1.0,1392-09-12
태조,1392,07,14,2.0,1.0,1.75,15.0,1.0,1392-07-14
태조,1392,05,24,3.0,1.0,2.0,29.0,1.0,1392-05-24
태조,1392,09,20,2.0,1.0,1.2,15.0,1.0,1392-09-20
태조,1392,03,23,2.0,1.0,1.6,14.0,1.0,1392-03-23
태조,1392,07,21,3.0,1.0,2.0,13.0,1.0,1392-07-21
태조,1392,03,26,2.0,1.0,1.3333333333333333,14.0,1.0,1392-03-26
태조,1392,07,19,2.0,1.0,1.4,13.0,1.0,1392-07-19
태조,1392,05,21,2.0,1.0,1.1666666666666667,14.0,1.0,1392-05-21
태조,1392,09,18,2.0,1.0,1.5,11.0,1.0,1392-09-18
태조,1392,05,20,3.0,2.0,2.3333333333333335,14.0,1.0,1392-05-20
태조,1392,12,28,1.0,1.0,1.0,16.0,1.0,1392-12-28
태조,1392,07,18,4.0,1.0,2.3333333333333335,23.0,1.0,1392-07-18
태조,1392,09,16,4.0,1.0,2.3333333333333335,33.0,1.0,1392-09-16
태조,1392,03,27,3.0,1.0,1.6666666666666667,14.0,1.0,1392-03-27
태조,1392,07,20,2.0,1.0,1.5,21.0,1.0,1392-07-20
태조,1392,03,24,3.0,1.0,2.2,10.0,1.0,1392-03-24
태조,1392,09,19,3.0,1.0,1.8333333333333333,13.0,1.0,1392-09-19
태조,1392,07,17,3.0,1.0,2.0,16.0,1.0,1392-07-17
태조,1392,05,22,2.0,1.0,1.75,13.0,1.0,1392-05-22
태조,1392,09,15,1.0,1.0,1.0,14.0,1.0,1392-09-15
태조,1392,03,28,4.0,1.0,1.6666666666666667,13.0,1.0,1392-03-28
태조,1392,05,19,5.0,1.0,2.3333333333333335,12.0,1.0,1392-05-19
태조,1392,05,25,4.0,1.0,2.0,12.0,1.0,1392-05-25
태조,1392,03,31,5.0,1.0,2.75,14.0,1.0,1392-03-31
태조,1392,09,23,6.0,1.0,2.0,19.0,1.0,1392-09-23
태조,1392,05,17,3.0,1.0,1.6,26.0,1.0,1392-05-17
태조,1392,09,08,6.0,1.0,3.0,8.0,1.0,1392-09-08
태조,1392,09,27,2.0,1.0,1.5,46.0,1.0,1392-09-27
태조,1392,05,28,4.0,1.0,2.6666666666666665,10.0,1.0,1392-05-28
태조,1392,04,03,3.0,1.0,2.0,14.0,1.0,1392-04-03
태조,1392,05,15,3.0,1.0,1.6,13.0,1.0,1392-05-15
태조,1392,07,25,2.0,1.0,1.8,16.0,1.0,1392-07-25
태조,1392,03,16,3.0,1.0,1.75,53.0,1.0,1392-03-16
태조,1392,09,28,1.0,1.0,1.0,15.0,1.0,1392-09-28
태조,1392,07,10,2.0,1.0,1.25,16.0,1.0,1392-07-10
태조,1392,09,07,7.0,2.0,4.25,13.0,1.0,1392-09-07
태조,1392,04,04,3.0,2.0,2.5,15.0,1.0,1392-04-04
태조,1392,05,14,5.0,1.0,2.0,11.0,1.0,1392-05-14
태조,1392,03,15,3.0,1.0,1.6,13.0,1.0,1392-03-15
태조,1392,09,29,1.0,1.0,1.0,12.0,1.0,1392-09-29
태조,1392,07,26,1.0,1.0,1.0,26.0,1.0,1392-07-26
태조,1392,07,09,1.0,1.0,1.0,46.0,1.0,1392-07-09
태조,1392,05,29,3.0,1.0,2.0,15.0,1.0,1392-05-29
태조,1392,07,11,2.0,1.0,1.5,14.0,1.0,1392-07-11
태조,1392,03,02,2.0,1.0,1.2,15.0,1.0,1392-03-02
태조,1392,03,17,4.0,1.0,2.0,13.0,1.0,1392-03-17
태조,1392,04,02,2.0,1.0,1.2,16.0,1.0,1392-04-02
태조,1392,03,20,2.0,1.0,1.3333333333333333,14.0,1.0,1392-03-20
태조,1392,07,23,2.0,1.0,1.2,21.0,1.0,1392-07-23
태조,1392,09,11,3.0,1.0,1.8333333333333333,18.0,1.0,1392-09-11
태조,1392,09,24,2.0,1.0,1.3333333333333333,17.0,1.0,1392-09-24
태조,1392,05,16,4.0,1.0,2.25,11.0,1.0,1392-05-16
태조,1392,07,13,2.0,1.0,1.5,24.0,1.0,1392-07-13
태조,1392,05,26,2.0,1.0,1.6,15.0,1.0,1392-05-26
태조,1392,09,10,3.0,1.0,2.0,14.0,1.0,1392-09-10
태조,1392,03,19,2.0,1.0,1.5,16.0,1.0,1392-03-19
태조,1392,04,01,4.0,1.0,2.0,18.0,1.0,1392-04-01
태조,1392,07,24,2.0,1.0,1.6,17.0,1.0,1392-07-24
태조,1392,09,25,2.0,1.0,1.25,19.0,1.0,1392-09-25
태조,1392,07,12,2.0,1.0,1.3333333333333333,28.0,1.0,1392-07-12
태조,1392,03,18,2.0,1.0,1.3333333333333333,14.0,1.0,1392-03-18
태조,1392,05,27,2.0,1.0,1.6666666666666667,15.0,1.0,1392-05-27
태조,1392,09,09,1.0,1.0,1.0,17.0,1.0,1392-09-09
태조,1392,09,26,1.0,1.0,1.0,15.0,1.0,1392-09-26
태조,1392,12,24,1.0,1.0,1.0,15.0,1.0,1392-12-24
태조,1392,10,13,6.0,1.0,2.2,15.0,1.0,1392-10-13
태조,1392,05,08,1.0,1.0,1.0,12.0,1.0,1392-05-08
태조,1392,05,05,2.0,1.0,1.6666666666666667,17.0,1.0,1392-05-05
태조,1392,08,08,3.0,1.0,1.6,45.0,1.0,1392-08-08
태조,1392,06,25,2.0,1.0,1.25,15.0,1.0,1392-06-25
태조,1392,08,11,2.0,1.0,1.5,15.0,1.0,1392-08-11
태조,1392,05,02,2.0,1.0,1.6666666666666667,22.0,1.0,1392-05-02
태조,1392,04,19,4.0,1.0,2.0,16.0,1.0,1392-04-19
태조,1392,10,19,3.0,1.0,1.6666666666666667,13.0,1.0,1392-10-19
태조,1392,02,25,4.0,1.0,2.3333333333333335,13.0,1.0,1392-02-25
태조,1392,08,22,2.0,1.0,1.25,20.0,1.0,1392-08-22
태조,1392,02,20,2.0,1.0,1.4,22.0,1.0,1392-02-20
태조,1392,10,25,6.0,1.0,3.0,19.0,1.0,1392-10-25
태조,1392,12,23,5.0,1.0,3.0,12.0,1.0,1392-12-23
태조,1392,08,17,5.0,1.0,3.0,21.0,1.0,1392-08-17
태조,1392,06,12,3.0,1.0,2.0,15.0,1.0,1392-06-12
태조,1392,04,18,1.0,1.0,1.0,16.0,1.0,1392-04-18
태조,1392,10,18,1.0,1.0,1.0,13.0,1.0,1392-10-18
태조,1392,04,24,2.0,1.0,1.5,12.0,1.0,1392-04-24
태조,1392,02,26,2.0,1.0,1.25,20.0,1.0,1392-02-26
태조,1392,04,28,2.0,1.0,1.5,13.0,1.0,1392-04-28
태조,1392,06,11,3.0,1.0,1.6,14.0,1.0,1392-06-11
태조,1392,06,20,3.0,2.0,2.5,17.0,1.0,1392-06-20
태조,1392,06,26,3.0,1.0,1.4,28.0,1.0,1392-06-26
태조,1392,08,07,2.0,1.0,1.25,35.0,1.0,1392-08-07
태조,1392,05,03,3.0,1.0,2.25,15.0,1.0,1392-05-03
태조,1392,12,29,2.0,1.0,1.3333333333333333,13.0,1.0,1392-12-29
태조,1392,02,19,4.0,1.0,2.0,12.0,1.0,1392-02-19
태조,1392,10,26,3.0,1.0,2.0,17.0,1.0,1392-10-26
태조,1392,08,23,2.0,1.0,1.5,14.0,1.0,1392-08-23
태조,1392,06,21,3.0,2.0,2.5,33.0,1.0,1392-06-21
태조,1392,04,29,1.0,1.0,1.0,15.0,1.0,1392-04-29
태조,1392,02,24,2.0,2.0,2.0,16.0,1.0,1392-02-24
태조,1392,02,22,2.0,1.0,1.5,17.0,1.0,1392-02-22
태조,1392,08,10,2.0,1.0,1.2,14.0,1.0,1392-08-10
태조,1392,04,30,2.0,1.0,1.3333333333333333,14.0,1.0,1392-04-30
태조,1392,10,22,2.0,1.0,1.4,13.0,1.0,1392-10-22
태조,1392,06,14,1.0,1.0,1.0,19.0,1.0,1392-06-14
태조,1392,12,25,2.0,1.0,1.5,17.0,1.0,1392-12-25
태조,1392,04,21,1.0,1.0,1.0,11.0,1.0,1392-04-21
태조,1392,10,23,3.0,1.0,2.0,22.0,1.0,1392-10-23
태조,1392,02,23,1.0,1.0,1.0,13.0,1.0,1392-02-23
태조,1392,08,19,2.0,1.0,1.3333333333333333,17.0,1.0,1392-08-19
태조,1392,04,22,2.0,1.0,1.25,17.0,1.0,1392-04-22
태조,1392,08,20,5.0,1.0,3.3333333333333335,11.0,1.0,1392-08-20
태조,1392,10,21,5.0,1.0,2.5,10.0,1.0,1392-10-21
태조,1392,08,09,2.0,1.0,1.6666666666666667,15.0,1.0,1392-08-09
태조,1392,06,13,2.0,1.0,1.4,17.0,1.0,1392-06-13
태조,1392,06,24,2.0,2.0,2.0,11.0,1.0,1392-06-24
태조,1392,06,22,2.0,1.0,1.5,14.0,1.0,1392-06-22
태조,1392,12,27,3.0,1.0,1.4,10.0,1.0,1392-12-27
태조,1392,06,15,1.0,1.0,1.0,18.0,1.0,1392-06-15
태조,1392,05,01,3.0,2.0,2.6666666666666665,16.0,1.0,1392-05-01
태조,1392,02,21,4.0,1.0,2.5,13.0,1.0,1392-02-21
태조,1392,04,20,4.0,1.0,2.2,13.0,1.0,1392-04-20
태조,1392,08,21,2.0,1.0,1.5,20.0,1.0,1392-08-21
태조,1392,08,18,2.0,2.0,2.0,13.0,1.0,1392-08-18
태조,1392,10,24,2.0,1.0,1.2,21.0,1.0,1392-10-24
태조,1392,04,23,4.0,1.0,2.0,13.0,1.0,1392-04-23
태조,1392,10,20,1.0,1.0,1.0,13.0,1.0,1392-10-20
태조,1392,06,16,5.0,1.0,2.5,13.0,1.0,1392-06-16
태조,1392,10,17,2.0,1.0,1.25,12.0,1.0,1392-10-17
태조,1392,06,23,4.0,1.0,2.0,21.0,1.0,1392-06-23
태조,1392,04,17,2.0,1.0,1.2,14.0,1.0,1392-04-17
태조,1392,03,01,1.0,1.0,1.0,12.0,1.0,1392-03-01
태조,1392,12,20,2.0,2.0,2.0,11.0,1.0,1392-12-20
태조,1392,10,14,4.0,1.0,2.2,16.0,1.0,1392-10-14
태조,1392,06,19,1.0,1.0,1.0,16.0,1.0,1392-06-19
태조,1392,08,26,4.0,1.0,2.5,15.0,1.0,1392-08-26
태조,1392,02,17,1.0,1.0,1.0,12.0,1.0,1392-02-17
태조,1392,06,09,2.0,1.0,1.4,14.0,1.0,1392-06-09
태조,1392,04,27,2.0,1.0,1.75,18.0,1.0,1392-04-27
태조,1392,02,18,5.0,2.0,3.6666666666666665,20.0,1.0,1392-02-18
태조,1392,10,27,4.0,1.0,2.0,19.0,1.0,1392-10-27
태조,1392,06,28,1.0,1.0,1.0,40.0,1.0,1392-06-28
태조,1392,10,15,2.0,1.0,1.4,25.0,1.0,1392-10-15
태조,1392,04,16,5.0,1.0,1.8,13.0,1.0,1392-04-16
태조,1392,08,25,5.0,1.0,2.3333333333333335,15.0,1.0,1392-08-25
태조,1392,04,15,1.0,1.0,1.0,10.0,1.0,1392-04-15
태조,1392,02,27,3.0,1.0,1.75,15.0,1.0,1392-02-27
태조,1392,06,17,2.0,1.0,1.5,13.0,1.0,1392-06-17
태조,1392,08,15,4.0,1.0,1.75,14.0,1.0,1392-08-15
태조,1392,04,26,1.0,1.0,1.0,15.0,1.0,1392-04-26
태조,1392,08,13,2.0,1.0,1.5,17.0,1.0,1392-08-13
태조,1392,02,29,5.0,5.0,5.0,9.0,1.0,1392-02-29
태조,1392,02,28,2.0,1.0,1.5,12.0,1.0,1392-02-28
태조,1392,06,08,2.0,1.0,1.5,24.0,1.0,1392-06-08
태조,1392,05,04,1.0,1.0,1.0,19.0,1.0,1392-05-04
태조,1392,06,29,5.0,1.0,2.2,24.0,1.0,1392-06-29
태조,1392,06,10,2.0,1.0,1.5,30.0,1.0,1392-06-10
태조,1392,08,24,1.0,1.0,1.0,16.0,1.0,1392-08-24
태조,1392,10,28,2.0,1.0,1.5,15.0,1.0,1392-10-28
태조,1392,08,12,3.0,1.0,2.3333333333333335,14.0,1.0,1392-08-12
태조,1392,06,27,1.0,1.0,1.0,17.0,1.0,1392-06-27
태조,1392,06,18,2.0,1.0,1.3333333333333333,12.0,1.0,1392-06-18
태조,1392,10,16,3.0,1.0,1.3333333333333333,18.0,1.0,1392-10-16
태조,1392,08,16,5.0,1.0,2.0,14.0,1.0,1392-08-16
태조,1392,04,25,1.0,1.0,1.0,12.0,1.0,1392-04-25
태조,1392,08,04,1.0,1.0,1.0,14.0,1.0,1392-08-04
태조,1392,08,05,3.0,1.0,1.75,16.0,1.0,1392-08-05
태조,1392,08,06,5.0,1.0,2.0,17.0,1.0,1392-08-06
태종,1401,08,14,7.0,1.0,2.3846153846153846,16.0,1.0,1401-08-14
태종,1401,09,09,6.0,1.0,2.5833333333333335,17.0,1.0,1401-09-09
태종,1401,05,20,6.0,1.0,2.9285714285714284,14.0,1.0,1401-05-20
태종,1401,03,26,3.0,1.0,1.9090909090909092,14.0,1.0,1401-03-26
태종,1401,01,20,4.0,1.0,2.090909090909091,16.0,1.0,1401-01-20
태종,1401,01,30,5.0,1.0,2.3333333333333335,11.0,1.0,1401-01-30
태종,1401,08,18,6.0,1.0,3.0,13.0,1.0,1401-08-18
태종,1401,04,29,7.0,1.0,3.0,15.0,1.0,1401-04-29
태종,1401,08,13,4.0,1.0,1.75,17.0,1.0,1401-08-13
태종,1401,04,22,5.0,1.0,2.7142857142857144,17.0,1.0,1401-04-22
태종,1401,12,04,6.0,1.0,2.076923076923077,27.0,1.0,1401-12-04
태종,1401,01,19,4.0,1.0,2.076923076923077,12.0,1.0,1401-01-19
태종,1401,09,16,5.0,1.0,2.6923076923076925,33.0,1.0,1401-09-16
태종,1401,11,16,4.0,1.0,1.9166666666666667,12.0,1.0,1401-11-16
태종,1401,04,01,6.0,1.0,2.375,18.0,1.0,1401-04-01
태종,1401,11,26,4.0,1.0,2.1666666666666665,14.0,1.0,1401-11-26
태종,1401,08,19,5.0,1.0,3.0833333333333335,17.0,1.0,1401-08-19
태종,1401,04,02,4.0,1.0,1.9,16.0,1.0,1401-04-02
태종,1401,01,22,4.0,1.0,1.7,9.0,1.0,1401-01-22
태종,1401,12,06,7.0,1.0,2.909090909090909,14.0,1.0,1401-12-06
태종,1401,02,01,6.0,1.0,2.9,23.0,1.0,1401-02-01
태종,1401,01,13,4.0,1.0,2.5,18.0,1.0,1401-01-13
태종,1401,07,24,7.0,1.0,2.5,17.0,1.0,1401-07-24
태종,1401,08,10,4.0,1.0,1.9285714285714286,14.0,1.0,1401-08-10
태종,1401,09,11,7.0,1.0,2.3636363636363638,18.0,1.0,1401-09-11
태종,1401,05,16,6.0,1.0,2.8,11.0,1.0,1401-05-16
태종,1401,07,22,11.0,1.0,2.769230769230769,11.0,1.0,1401-07-22
태종,1401,04,24,4.0,1.0,1.8571428571428572,12.0,1.0,1401-04-24
태종,1401,03,30,4.0,1.0,1.9166666666666667,13.0,1.0,1401-03-30
태종,1401,05,15,3.0,1.0,1.8,13.0,1.0,1401-05-15
태종,1401,07,21,8.0,1.0,3.272727272727273,13.0,1.0,1401-07-21
태종,1401,09,14,5.0,1.0,2.6,13.0,1.0,1401-09-14
태종,1401,01,21,5.0,1.0,1.9230769230769231,24.0,1.0,1401-01-21
태종,1401,08,16,6.0,1.0,3.3636363636363638,14.0,1.0,1401-08-16
태종,1401,08,12,5.0,1.0,2.6,14.0,1.0,1401-08-12
태종,1401,09,13,5.0,1.0,2.0,13.0,1.0,1401-09-13
태종,1401,12,05,6.0,1.0,2.6666666666666665,12.0,1.0,1401-12-05
태종,1401,01,31,3.0,1.0,1.8181818181818181,13.0,1.0,1401-01-31
태종,1401,01,12,6.0,1.0,3.0,10.0,1.0,1401-01-12
태종,1401,05,18,4.0,1.0,2.3846153846153846,26.0,1.0,1401-05-18
태종,1401,03,29,3.0,1.0,1.4444444444444444,24.0,1.0,1401-03-29
태종,1401,04,25,3.0,1.0,2.0,12.0,1.0,1401-04-25
태종,1401,11,14,4.0,1.0,1.7692307692307692,12.0,1.0,1401-11-14
태종,1401,04,27,18.0,2.0,4.545454545454546,18.0,1.0,1401-04-27
태종,1401,08,17,11.0,1.0,3.3125,21.0,1.0,1401-08-17
태종,1401,07,20,6.0,1.0,2.5,21.0,1.0,1401-07-20
태종,1401,09,10,3.0,1.0,1.9230769230769231,14.0,1.0,1401-09-10
태종,1401,12,26,5.0,1.0,2.0,11.0,1.0,1401-12-26
태종,1401,07,23,5.0,1.0,1.8125,21.0,1.0,1401-07-23
태종,1401,04,23,5.0,1.0,1.8333333333333333,13.0,1.0,1401-04-23
태종,1401,09,15,5.0,1.0,2.3125,14.0,1.0,1401-09-15
태종,1401,08,15,9.0,1.0,2.2857142857142856,14.0,1.0,1401-08-15
태종,1401,03,27,5.0,1.0,2.0,14.0,1.0,1401-03-27
태종,1401,05,17,5.0,1.0,2.5,26.0,1.0,1401-05-17
태종,1401,03,28,3.0,1.0,1.5454545454545454,13.0,1.0,1401-03-28
태종,1401,08,11,4.0,1.0,2.090909090909091,15.0,1.0,1401-08-11
태종,1401,03,31,5.0,1.0,2.230769230769231,14.0,1.0,1401-03-31
태종,1401,05,19,5.0,1.0,2.6666666666666665,12.0,1.0,1401-05-19
태종,1401,11,25,3.0,1.0,1.7857142857142858,23.0,1.0,1401-11-25
태종,1401,11,27,5.0,1.0,2.4615384615384617,12.0,1.0,1401-11-27
태종,1401,09,12,8.0,1.0,3.0,11.0,1.0,1401-09-12
태종,1401,11,15,9.0,1.0,3.076923076923077,11.0,1.0,1401-11-15
태종,1401,04,28,9.0,1.0,2.0,13.0,1.0,1401-04-28
태종,1401,11,28,4.0,1.0,2.090909090909091,21.0,1.0,1401-11-28
태종,1401,04,30,3.0,1.0,1.6666666666666667,14.0,1.0,1401-04-30
태종,1401,11,22,4.0,1.0,2.0,15.0,1.0,1401-11-22
태종,1401,08,30,5.0,1.0,2.1875,11.0,1.0,1401-08-30
태종,1401,08,01,7.0,1.0,3.5384615384615383,13.0,1.0,1401-08-01
태종,1401,12,19,5.0,1.0,2.3,10.0,1.0,1401-12-19
태종,1401,08,06,4.0,1.0,1.8571428571428572,17.0,1.0,1401-08-06
태종,1401,05,08,6.0,1.0,2.4166666666666665,12.0,1.0,1401-05-08
태종,1401,04,10,4.0,1.0,2.3125,22.0,1.0,1401-04-10
태종,1401,01,24,3.0,1.0,1.3636363636363635,15.0,1.0,1401-01-24
태종,1401,08,31,5.0,1.0,2.0833333333333335,14.0,1.0,1401-08-31
태종,1401,07,31,8.0,1.0,2.923076923076923,23.0,1.0,1401-07-31
태종,1401,08,24,9.0,1.0,2.5714285714285716,16.0,1.0,1401-08-24
태종,1401,05,09,4.0,1.0,2.1333333333333333,13.0,1.0,1401-05-09
태종,1401,04,17,6.0,1.0,3.1818181818181817,14.0,1.0,1401-04-17
태종,1401,11,29,5.0,1.0,2.2142857142857144,24.0,1.0,1401-11-29
태종,1401,12,23,6.0,1.0,2.5,12.0,1.0,1401-12-23
태종,1401,01,27,3.0,1.0,1.7272727272727273,12.0,1.0,1401-01-27
태종,1401,07,30,3.0,1.0,2.1,26.0,1.0,1401-07-30
태종,1401,11,19,3.0,1.0,1.6363636363636365,22.0,1.0,1401-11-19
태종,1401,09,01,9.0,1.0,2.8461538461538463,11.0,1.0,1401-09-01
태종,1401,05,03,6.0,1.0,1.8461538461538463,15.0,1.0,1401-05-03
태종,1401,05,10,4.0,1.0,1.8666666666666667,14.0,1.0,1401-05-10
태종,1401,08,05,4.0,1.0,2.4166666666666665,16.0,1.0,1401-08-05
태종,1401,04,11,6.0,1.0,2.230769230769231,35.0,1.0,1401-04-11
태종,1401,12,01,5.0,1.0,2.6666666666666665,14.0,1.0,1401-12-01
태종,1401,11,20,5.0,1.0,2.1875,28.0,1.0,1401-11-20
태종,1401,01,25,5.0,1.0,1.5714285714285714,17.0,1.0,1401-01-25
태종,1401,11,30,3.0,1.0,2.0,13.0,1.0,1401-11-30
태종,1401,11,21,5.0,1.0,1.9166666666666667,14.0,1.0,1401-11-21
태종,1401,04,14,2.0,1.0,1.4615384615384615,13.0,1.0,1401-04-14
태종,1401,08,04,7.0,1.0,2.2666666666666666,14.0,1.0,1401-08-04
태종,1401,08,27,4.0,1.0,2.0,12.0,1.0,1401-08-27
태종,1401,08,03,13.0,1.0,2.235294117647059,13.0,1.0,1401-08-03
태종,1401,08,26,4.0,1.0,2.1666666666666665,15.0,1.0,1401-08-26
태종,1401,04,13,5.0,1.0,2.4,14.0,1.0,1401-04-13
태종,1401,08,28,5.0,1.0,2.3636363636363638,14.0,1.0,1401-08-28
태종,1401,04,09,4.0,1.0,2.272727272727273,33.0,1.0,1401-04-09
태종,1401,05,06,6.0,1.0,2.75,12.0,1.0,1401-05-06
태종,1401,01,16,3.0,1.0,1.5,14.0,1.0,1401-01-16
태종,1401,05,04,7.0,1.0,2.7142857142857144,19.0,1.0,1401-05-04
태종,1401,04,12,7.0,1.0,2.5,13.0,1.0,1401-04-12
태종,1401,01,17,4.0,1.0,1.5,11.0,1.0,1401-01-17
태종,1401,08,29,6.0,1.0,2.727272727272727,12.0,1.0,1401-08-29
태종,1401,08,02,5.0,1.0,2.6666666666666665,13.0,1.0,1401-08-02
태종,1401,01,26,9.0,1.0,2.727272727272727,11.0,1.0,1401-01-26
태종,1401,08,25,4.0,1.0,2.1538461538461537,15.0,1.0,1401-08-25
태종,1401,04,16,5.0,1.0,2.4615384615384617,13.0,1.0,1401-04-16
태종,1401,05,07,3.0,1.0,1.7333333333333334,12.0,1.0,1401-05-07
태종,1401,04,15,5.0,1.0,1.9230769230769231,10.0,1.0,1401-04-15
태종,1401,09,08,3.0,1.0,1.5333333333333334,8.0,1.0,1401-09-08
태종,1401,08,23,3.0,1.0,1.4,14.0,1.0,1401-08-23
태종,1401,12,02,4.0,1.0,2.2,11.0,1.0,1401-12-02
태종,1401,04,20,5.0,1.0,2.642857142857143,13.0,1.0,1401-04-20
태종,1401,09,05,7.0,1.0,2.466666666666667,11.0,1.0,1401-09-05
태종,1401,05,13,6.0,1.0,2.230769230769231,20.0,1.0,1401-05-13
태종,1401,12,03,7.0,1.0,3.0714285714285716,11.0,1.0,1401-12-03
태종,1401,04,05,5.0,1.0,2.066666666666667,14.0,1.0,1401-04-05
태종,1401,05,05,5.0,1.0,2.4166666666666665,17.0,1.0,1401-05-05
태종,1401,01,14,6.0,1.0,2.25,10.0,1.0,1401-01-14
태종,1401,11,17,8.0,1.0,2.4545454545454546,13.0,1.0,1401-11-17
태종,1401,09,06,4.0,1.0,2.357142857142857,35.0,1.0,1401-09-06
태종,1401,07,26,9.0,1.0,2.6153846153846154,26.0,1.0,1401-07-26
태종,1401,08,20,3.0,1.0,1.6666666666666667,11.0,1.0,1401-08-20
태종,1401,04,04,4.0,1.0,1.9411764705882353,15.0,1.0,1401-04-04
태종,1401,11,24,7.0,1.0,2.5,21.0,1.0,1401-11-24
태종,1401,08,09,8.0,1.0,3.0833333333333335,15.0,1.0,1401-08-09
태종,1401,09,07,6.0,1.0,2.3076923076923075,13.0,1.0,1401-09-07
태종,1401,05,14,4.0,1.0,2.5,11.0,1.0,1401-05-14
태종,1401,01,29,4.0,1.0,2.3333333333333335,13.0,1.0,1401-01-29
태종,1401,07,25,10.0,1.0,3.3125,16.0,1.0,1401-07-25
태종,1401,12,30,4.0,1.0,1.8181818181818181,16.0,1.0,1401-12-30
